,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
4819,Hyundai i20,Jaipur,2015.0,55697.0,Diesel,Manual,First,Others,5.0,4.0,5.5,22.54,kmpl,1396.0,CC,88.73,bhp,Hyundai,i20
4820,Maruti Wagon,Jaipur,2005.0,115000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,0.99,17.3,kmpl,1061.0,CC,64.0,bhp,Maruti,Wagon
4821,Maruti Swift,Delhi,2016.0,42000.0,Petrol,Manual,First,White,5.0,4.0,4.75,16.1,kmpl,1197.0,CC,85.0,bhp,Maruti,Swift
4822,Fiat Linea,Coimbatore,2016.0,39228.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.58,15.7,kmpl,1368.0,CC,112.4,bhp,Fiat,Linea
4823,Hyundai i20,Kochi,2014.0,53340.0,Diesel,Manual,First,Others,5.0,4.0,4.35,21.9,kmpl,1396.0,CC,88.76,bhp,Hyundai,i20
4824,Volkswagen Polo,Mumbai,2016.0,28000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,7.25,17.21,kmpl,1197.0,CC,103.5,bhp,Volkswagen,Polo
4825,Mercedes-Benz E-Class,Chennai,2011.0,43800.0,Diesel,Automatic,Second,White,5.0,4.0,16.75,14.21,kmpl,2143.0,CC,203.0,bhp,Mercedes-Benz,E-Class
4826,Toyota Innova,Chennai,2015.0,100000.0,Diesel,Manual,First,White,8.0,5.0,13.5,12.8,kmpl,2494.0,CC,102.0,bhp,Toyota,Innova
4827,Hyundai Creta,Ahmedabad,2016.0,21000.0,Petrol,Manual,First,White,5.0,4.0,10.9,15.8,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
4828,Honda City,Kolkata,2010.0,45008.0,Petrol,Manual,First,Others,5.0,4.0,3.0,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
4829,Hyundai Verna,Coimbatore,2015.0,72996.0,Diesel,Manual,First,Others,5.0,4.0,7.11,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
4830,Nissan Terrano,Kochi,2014.0,103788.0,Diesel,Manual,First,Black/Silver,5.0,4.0,5.67,19.01,kmpl,1461.0,CC,108.5,bhp,Nissan,Terrano
4831,Honda Civic,Mumbai,2012.0,47000.0,Petrol,Manual,First,White,5.0,4.0,3.95,14.8,kmpl,1799.0,CC,130.2,bhp,Honda,Civic
4832,Volkswagen Polo,Coimbatore,2016.0,28851.0,Petrol,Manual,First,White,5.0,4.0,6.18,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
4833,Porsche Panamera,Bangalore,2013.0,19828.0,Diesel,Automatic,Second,Black/Silver,4.0,4.0,75.0,17.85,kmpl,2967.0,CC,300.0,bhp,Porsche,Panamera
4834,BMW 5,Hyderabad,2008.0,61000.0,Petrol,Automatic,Second,Others,5.0,4.0,11.0,10.8,kmpl,2497.0,CC,215.0,bhp,BMW,5
4835,BMW 3,Hyderabad,2012.0,69000.0,Diesel,Automatic,First,Others,5.0,4.0,18.5,18.88,kmpl,1995.0,CC,184.0,bhp,BMW,3
4836,Hyundai Xcent,Bangalore,2014.0,54000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.5,20.14,kmpl,1197.0,CC,81.86,bhp,Hyundai,Xcent
4837,Mercedes-Benz New,Bangalore,2014.0,78500.0,Diesel,Automatic,First,Others,5.0,4.0,28.0,14.84,kmpl,2143.0,CC,98.59,bhp,Mercedes-Benz,New
4838,Maruti Ritz,Jaipur,2013.0,99638.0,Diesel,Manual,First,Others,5.0,4.0,3.11,23.2,kmpl,1248.0,CC,73.94,bhp,Maruti,Ritz
4839,Ford Ikon,Hyderabad,2006.0,27076.0,Petrol,Manual,First,Others,5.0,4.0,1.6,13.8,kmpl,1299.0,CC,70.0,bhp,Ford,Ikon
4840,Volkswagen Vento,Chennai,2011.0,97320.0,Petrol,Automatic,First,White,5.0,4.0,3.75,14.4,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
4841,Toyota Etios,Kochi,2012.0,44223.0,Petrol,Manual,First,Others,5.0,4.0,3.99,17.6,kmpl,1496.0,CC,88.7,bhp,Toyota,Etios
4842,Hyundai Sonata,Chennai,2003.0,44200.0,Petrol,Manual,Second,White,5.0,4.0,1.5,11.7,kmpl,1997.0,CC,134.0,bhp,Hyundai,Sonata
4843,Ford EcoSport,Mumbai,2016.0,7000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.9,18.88,kmpl,1499.0,CC,110.4,bhp,Ford,EcoSport
4844,Toyota Etios,Delhi,2012.0,60000.0,Petrol,Manual,First,Others,5.0,4.0,3.1,17.6,kmpl,1496.0,CC,88.73,bhp,Toyota,Etios
4845,Mercedes-Benz New,Mumbai,2011.0,50000.0,Petrol,Automatic,Second,Others,5.0,4.0,8.5,11.74,kmpl,1796.0,CC,186.0,bhp,Mercedes-Benz,New
4846,Ford EcoSport,Pune,2018.0,17000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,9.2,17.0,kmpl,1497.0,CC,121.36,bhp,Ford,EcoSport
4847,Honda City,Kolkata,2014.0,48104.0,Petrol,Manual,First,White,5.0,4.0,5.49,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
4848,Audi Q3,Mumbai,2015.0,48000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,18.25,15.73,kmpl,1968.0,CC,174.33,bhp,Audi,Q3
4849,Hyundai Santa,Chennai,2014.0,110000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,14.4,13.01,kmpl,2199.0,CC,194.3,bhp,Hyundai,Santa
4850,Honda City,Mumbai,2017.0,7500.0,Petrol,Manual,First,Others,5.0,4.0,11.15,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
4851,Honda City,Kolkata,2014.0,49000.0,Petrol,Manual,First,Others,5.0,4.0,4.75,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
4852,Honda Civic,Chennai,2006.0,110000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.65,13.5,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
4853,Mercedes-Benz New,Coimbatore,2017.0,32642.0,Diesel,Automatic,First,White,5.0,4.0,34.78,14.84,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
4854,Mahindra XUV500,Jaipur,2017.0,40000.0,Diesel,Manual,First,White,7.0,5.0,15.9,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
4855,Hyundai Grand,Coimbatore,2015.0,33931.0,Petrol,Automatic,Second,White,5.0,4.0,5.91,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
4856,Maruti Swift,Pune,2010.0,75000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.85,16.1,kmpl,1298.0,CC,88.2,bhp,Maruti,Swift
4857,Hyundai Grand,Delhi,2017.0,12248.0,Petrol,Manual,First,Others,5.0,4.0,4.9,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
4858,Hyundai Grand,Kolkata,2015.0,15305.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.75,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
4859,Maruti Celerio,Hyderabad,2017.0,17000.0,Petrol,Manual,First,White,5.0,4.0,4.9,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
4860,Hyundai i10,Mumbai,2012.0,51000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.85,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
4861,Honda Amaze,Coimbatore,2014.0,28246.0,Petrol,Manual,Second,White,5.0,4.0,4.94,17.8,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
4862,Toyota Etios,Delhi,2014.0,70000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.25,16.78,kmpl,1496.0,CC,88.73,bhp,Toyota,Etios
4863,Hyundai Grand,Kochi,2016.0,28147.0,Petrol,Manual,First,White,5.0,4.0,5.07,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
4864,Tata Tiago,Coimbatore,2019.0,15379.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,6.97,23.84,kmpl,1199.0,CC,83.83,bhp,Tata,Tiago
4865,Hyundai Creta,Bangalore,2016.0,28000.0,Diesel,Manual,First,White,5.0,4.0,13.75,19.67,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
4866,Audi Q5,Bangalore,2014.0,53900.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,29.0,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
4867,Skoda Laura,Coimbatore,2013.0,72202.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,9.06,20.0,kmpl,1968.0,CC,138.1,bhp,Skoda,Laura
4868,Maruti Swift,Hyderabad,2013.0,84175.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.95,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
4869,Volkswagen Polo,Delhi,2010.0,62001.0,Petrol,Manual,First,White,5.0,4.0,2.65,15.26,kmpl,1598.0,CC,103.5,bhp,Volkswagen,Polo
4870,Maruti Zen,Jaipur,2000.0,90000.0,Petrol,Manual,Second,Others,5.0,4.0,0.7,17.3,kmpl,993.0,CC,60.0,bhp,Maruti,Zen
4871,Honda Brio,Mumbai,2014.0,35000.0,Petrol,Automatic,First,Others,5.0,4.0,4.25,16.5,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
4872,Renault Duster,Kochi,2016.0,57390.0,Diesel,Manual,First,Others,5.0,4.0,6.73,19.01,kmpl,1461.0,CC,108.45,bhp,Renault,Duster
4873,Skoda Octavia,Hyderabad,2003.0,132000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.25,18.7,kmpl,1896.0,CC,66.0,bhp,Skoda,Octavia
4874,Mercedes-Benz New,Bangalore,2007.0,39037.0,Diesel,Automatic,First,White,5.0,4.0,9.25,14.84,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
4875,Ford EcoSport,Hyderabad,2017.0,21800.0,Petrol,Manual,First,Black/Silver,5.0,4.0,8.75,17.0,kmpl,1497.0,CC,121.36,bhp,Ford,EcoSport
4876,Honda Brio,Hyderabad,2014.0,28000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,4.95,16.5,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
4877,Volkswagen Vento,Hyderabad,2017.0,28000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,10.0,20.64,kmpl,1498.0,CC,108.5,bhp,Volkswagen,Vento
4878,Honda Accord,Jaipur,2009.0,88000.0,Petrol,Automatic,First,White,5.0,4.0,5.25,11.1,kmpl,2354.0,CC,142.0,bhp,Honda,Accord
4879,Maruti Celerio,Delhi,2014.0,35214.0,Petrol,Automatic,Second,Others,5.0,4.0,3.2,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
4880,Toyota Fortuner,Bangalore,2014.0,72000.0,Diesel,Manual,Second,White,7.0,5.0,18.5,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
4881,Nissan Micra,Ahmedabad,2016.0,41000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.25,19.69,kmpl,1198.0,CC,67.04,bhp,Nissan,Micra
4882,Mahindra Ssangyong,Delhi,2014.0,65000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,10.5,11.18,kmpl,2696.0,CC,184.0,bhp,Mahindra,Ssangyong
4883,Maruti Eeco,Kochi,2017.0,31841.0,CNG,Manual,First,White,5.0,4.0,4.7,15.1,km/kg,1196.0,CC,73.0,bhp,Maruti,Eeco
4884,Maruti Wagon,Pune,2012.0,90400.0,CNG,Manual,First,Black/Silver,5.0,4.0,2.9,26.2,km/kg,998.0,CC,58.2,bhp,Maruti,Wagon
4885,Audi Q5,Coimbatore,2016.0,47293.0,Diesel,Automatic,First,Others,5.0,4.0,38.72,14.16,kmpl,1968.0,CC,174.3,bhp,Audi,Q5
4886,Hyundai i10,Kochi,2014.0,61517.0,Petrol,Automatic,First,White,5.0,4.0,4.39,16.95,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
4887,Hyundai Santro,Coimbatore,2012.0,51019.0,Petrol,Manual,First,White,5.0,4.0,3.48,0.0,kmpl,999.0,CC,98.59,bhp,Hyundai,Santro
4888,Honda Amaze,Mumbai,2016.0,17362.0,Petrol,Manual,First,White,5.0,4.0,5.65,18.0,kmpl,1198.0,CC,86.7,bhp,Honda,Amaze
4889,Nissan Sunny,Delhi,2012.0,70000.0,Diesel,Manual,First,White,5.0,4.0,2.59,21.64,kmpl,1461.0,CC,84.8,bhp,Nissan,Sunny
4890,Mercedes-Benz GLE,Coimbatore,2018.0,30706.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,59.29,11.57,kmpl,2987.0,CC,254.79,bhp,Mercedes-Benz,GLE
4891,Maruti Esteem,Jaipur,2003.0,55000.0,Petrol,Manual,Third,Black/Silver,5.0,4.0,0.7,15.9,kmpl,1298.0,CC,98.59,bhp,Maruti,Esteem
4892,Toyota Etios,Ahmedabad,2017.0,42000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.25,23.59,kmpl,1364.0,CC,67.04,bhp,Toyota,Etios
4893,Toyota Etios,Kochi,2016.0,36681.0,Diesel,Manual,First,Black/Silver,5.0,4.0,6.71,23.59,kmpl,1364.0,CC,67.06,bhp,Toyota,Etios
4894,Jeep Compass,Hyderabad,2017.0,37000.0,Diesel,Manual,First,Others,5.0,4.0,16.9,17.1,kmpl,1956.0,CC,170.0,bhp,Jeep,Compass
4895,Hyundai Creta,Bangalore,2016.0,32000.0,Diesel,Automatic,First,Others,5.0,4.0,15.5,17.01,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
4896,BMW 5,Coimbatore,2017.0,27313.0,Diesel,Automatic,First,Others,5.0,4.0,48.63,14.69,kmpl,2993.0,CC,258.0,bhp,BMW,5
4897,Mitsubishi Pajero,Kochi,2013.0,48272.0,Diesel,Manual,First,Others,6.0,5.0,11.82,10.5,kmpl,2835.0,CC,116.9,bhp,Mitsubishi,Pajero
4898,Skoda Rapid,Chennai,2012.0,55000.0,Diesel,Manual,First,White,5.0,4.0,5.9,20.5,kmpl,1598.0,CC,103.5,bhp,Skoda,Rapid
4899,Maruti Ciaz,Pune,2016.0,50000.0,Diesel,Manual,First,Others,5.0,4.0,8.5,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
4900,Mahindra TUV,Coimbatore,2017.0,22251.0,Diesel,Manual,First,White,7.0,5.0,8.75,18.49,kmpl,1493.0,CC,100.0,bhp,Mahindra,TUV
4901,Honda City,Delhi,2011.0,78256.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,4.15,16.8,kmpl,1497.0,CC,118.0,bhp,Honda,City
4902,Ford Ecosport,Hyderabad,2014.0,55000.0,Diesel,Manual,First,Others,5.0,4.0,6.0,22.7,kmpl,1498.0,CC,89.84,bhp,Ford,Ecosport
4903,Skoda Octavia,Pune,2008.0,82000.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,2.35,18.7,kmpl,1896.0,CC,66.0,bhp,Skoda,Octavia
4904,Mercedes-Benz New,Jaipur,2014.0,41000.0,Diesel,Automatic,First,Others,5.0,4.0,18.5,14.84,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
4905,Hyundai Verna,Bangalore,2014.0,45000.0,Petrol,Automatic,First,White,5.0,4.0,7.5,15.74,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
4906,Maruti Celerio,Mumbai,2015.0,40337.0,Petrol,Automatic,First,White,5.0,4.0,4.45,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
4907,Honda Brio,Pune,2012.0,79000.0,Petrol,Manual,First,Others,5.0,4.0,2.9,18.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
4908,Volkswagen Polo,Kolkata,2011.0,50000.0,Petrol,Manual,First,Others,5.0,4.0,2.35,16.47,kmpl,1198.0,CC,73.9,bhp,Volkswagen,Polo
4909,Renault Duster,Mumbai,2013.0,62000.0,Diesel,Manual,First,White,5.0,4.0,7.75,19.01,kmpl,1461.0,CC,98.59,bhp,Renault,Duster
4910,Ford Endeavour,Hyderabad,2016.0,107890.0,Diesel,Manual,First,Black/Silver,7.0,5.0,20.5,13.5,kmpl,2198.0,CC,157.7,bhp,Ford,Endeavour
4911,Audi A4,Hyderabad,2011.0,54000.0,Diesel,Automatic,First,White,5.0,4.0,18.0,16.55,kmpl,1968.0,CC,147.51,bhp,Audi,A4
4912,Honda Brio,Kochi,2014.0,74325.0,Petrol,Manual,First,Others,5.0,4.0,3.51,19.4,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
4913,Honda City,Delhi,2010.0,76752.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.57,17.4,kmpl,1497.0,CC,117.3,bhp,Honda,City
4914,Mercedes-Benz GL-Class,Pune,2013.0,100000.0,Diesel,Automatic,First,Black/Silver,7.0,5.0,32.0,12.0,kmpl,2987.0,CC,224.0,bhp,Mercedes-Benz,GL-Class
4915,Hyundai Creta,Mumbai,2016.0,27000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,11.45,13.0,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
4916,Hyundai Accent,Bangalore,2008.0,72000.0,Petrol,Manual,Second,Others,5.0,4.0,2.0,13.2,kmpl,1495.0,CC,94.0,bhp,Hyundai,Accent
4917,Volkswagen Polo,Jaipur,2013.0,62000.0,Diesel,Manual,First,Others,5.0,4.0,3.5,22.07,kmpl,1199.0,CC,73.9,bhp,Volkswagen,Polo
4918,Mitsubishi Pajero,Bangalore,2012.0,155566.0,Diesel,Manual,Second,Black/Silver,6.0,5.0,9.15,9.5,kmpl,2835.0,CC,118.6,bhp,Mitsubishi,Pajero
4919,Mercedes-Benz New,Hyderabad,2014.0,51355.0,Diesel,Automatic,First,Others,5.0,4.0,27.0,14.84,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,New
4920,Renault KWID,Hyderabad,2018.0,1900.0,Petrol,Manual,First,Others,5.0,4.0,4.45,25.17,kmpl,799.0,CC,53.3,bhp,Renault,KWID
4921,Hyundai EON,Coimbatore,2014.0,14799.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.14,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
4922,Hyundai i20,Jaipur,2015.0,81310.0,Diesel,Manual,First,Others,5.0,4.0,5.9,21.19,kmpl,1396.0,CC,88.76,bhp,Hyundai,i20
4923,Maruti Swift,Hyderabad,2009.0,88096.0,Diesel,Manual,Second,Others,5.0,4.0,3.5,19.3,kmpl,1248.0,CC,73.9,bhp,Maruti,Swift
4924,Tata Safari,Hyderabad,2014.0,93000.0,Diesel,Manual,First,Others,7.0,5.0,8.25,14.0,kmpl,2179.0,CC,138.1,bhp,Tata,Safari
4925,Toyota Innova,Coimbatore,2017.0,72202.0,Diesel,Manual,First,Black/Silver,8.0,5.0,17.92,13.68,kmpl,2393.0,CC,147.8,bhp,Toyota,Innova
4926,Skoda Octavia,Kochi,2017.0,30523.0,Petrol,Automatic,First,White,5.0,4.0,17.08,14.7,kmpl,1798.0,CC,177.5,bhp,Skoda,Octavia
4927,Nissan Terrano,Jaipur,2015.0,75055.0,Diesel,Manual,First,White,5.0,4.0,6.5,19.01,kmpl,1461.0,CC,108.5,bhp,Nissan,Terrano
4928,Toyota Innova,Pune,2013.0,255000.0,Diesel,Manual,Third,Others,7.0,4.0,6.5,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
4929,Maruti Swift,Kolkata,2014.0,33000.0,Petrol,Manual,First,White,5.0,4.0,3.99,19.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
4930,Tata Tiago,Hyderabad,2017.0,53000.0,Diesel,Manual,First,Others,5.0,4.0,5.0,27.28,kmpl,1047.0,CC,69.0,bhp,Tata,Tiago
4931,Hyundai Santro,Jaipur,2009.0,89000.0,Petrol,Manual,Second,Others,5.0,4.0,1.6,0.0,kmpl,999.0,CC,98.59,bhp,Hyundai,Santro
4932,Mercedes-Benz GLE,Coimbatore,2018.0,29277.0,Diesel,Automatic,First,White,5.0,4.0,59.65,11.57,kmpl,2987.0,CC,254.79,bhp,Mercedes-Benz,GLE
4933,Hyundai Santro,Pune,2010.0,55000.0,LPG,Manual,Second,White,5.0,4.0,1.65,13.45,km/kg,1086.0,CC,62.1,bhp,Hyundai,Santro
4934,Maruti Swift,Chennai,2012.0,58133.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.8,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
4935,Maruti Wagon,Kochi,2015.0,50230.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.87,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
4936,Honda BR-V,Kochi,2017.0,32249.0,Diesel,Manual,First,White,7.0,5.0,10.79,21.9,kmpl,1498.0,CC,98.6,bhp,Honda,BR-V
4937,Mercedes-Benz GLE,Chennai,2016.0,29000.0,Diesel,Automatic,First,Others,5.0,4.0,65.0,11.57,kmpl,2987.0,CC,254.79,bhp,Mercedes-Benz,GLE
4938,Toyota Innova,Delhi,2006.0,150000.0,Petrol,Manual,First,Others,8.0,5.0,4.5,12.4,kmpl,1998.0,CC,132.0,bhp,Toyota,Innova
4939,BMW X1,Chennai,2016.0,21000.0,Diesel,Automatic,First,Others,5.0,4.0,33.0,17.05,kmpl,1995.0,CC,184.0,bhp,BMW,X1
4940,Maruti Celerio,Kochi,2017.0,3923.0,Petrol,Manual,First,White,5.0,4.0,5.2,23.1,kmpl,998.0,CC,67.04,bhp,Maruti,Celerio
4941,Maruti Wagon,Delhi,2006.0,65771.0,Petrol,Manual,Second,Others,5.0,4.0,0.75,17.3,kmpl,1061.0,CC,64.0,bhp,Maruti,Wagon
4942,Tata Nano,Ahmedabad,2014.0,18050.0,Petrol,Manual,Second,Others,4.0,4.0,1.0,25.4,kmpl,624.0,CC,37.5,bhp,Tata,Nano
4943,Skoda Laura,Pune,2011.0,31900.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.75,13.4,kmpl,1798.0,CC,157.8,bhp,Skoda,Laura
4944,Hyundai Verna,Kochi,2017.0,41534.0,Petrol,Manual,First,Others,5.0,4.0,7.99,17.01,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
4945,Audi A4,Coimbatore,2012.0,46913.0,Diesel,Automatic,First,Others,5.0,4.0,16.11,14.94,kmpl,2967.0,CC,241.4,bhp,Audi,A4
4946,Hyundai Grand,Coimbatore,2019.0,13916.0,Petrol,Manual,First,Black/Silver,5.0,4.0,6.44,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
4947,BMW 3,Kochi,2015.0,30717.0,Diesel,Automatic,Second,Black/Silver,5.0,4.0,25.99,21.76,kmpl,1995.0,CC,190.0,bhp,BMW,3
4948,Renault Duster,Jaipur,2012.0,97000.0,Diesel,Manual,Second,Others,5.0,4.0,4.25,20.45,kmpl,1461.0,CC,83.8,bhp,Renault,Duster
4949,Ford EcoSport,Kochi,2017.0,63423.0,Diesel,Manual,First,White,5.0,4.0,7.69,23.0,kmpl,1498.0,CC,98.96,bhp,Ford,EcoSport
4950,Honda Jazz,Coimbatore,2016.0,45449.0,Diesel,Manual,First,Others,5.0,4.0,7.48,27.3,kmpl,1498.0,CC,98.6,bhp,Honda,Jazz
4951,Maruti Ritz,Hyderabad,2012.0,68776.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.9,21.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Ritz
4952,Honda Amaze,Ahmedabad,2014.0,61297.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.35,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
4953,Toyota Innova,Mumbai,2017.0,22000.0,Diesel,Manual,First,Others,8.0,5.0,16.5,13.68,kmpl,2393.0,CC,147.8,bhp,Toyota,Innova
4954,Mahindra XUV500,Chennai,2011.0,126000.0,Diesel,Manual,Third,Others,7.0,5.0,6.7,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
4955,Nissan Sunny,Jaipur,2013.0,120005.0,Diesel,Manual,First,White,5.0,4.0,4.0,21.64,kmpl,1461.0,CC,84.8,bhp,Nissan,Sunny
4956,Tata Manza,Pune,2012.0,73000.0,Diesel,Manual,First,White,5.0,4.0,3.4,21.12,kmpl,1248.0,CC,88.8,bhp,Tata,Manza
4957,Maruti Zen,Kochi,2003.0,61495.0,Petrol,Manual,Third,Others,5.0,4.0,1.52,17.3,kmpl,993.0,CC,60.0,bhp,Maruti,Zen
4958,Maruti Swift,Hyderabad,2016.0,51787.0,Diesel,Manual,First,White,5.0,4.0,6.45,17.8,kmpl,1248.0,CC,98.59,bhp,Maruti,Swift
4959,Toyota Etios,Pune,2018.0,3000.0,Diesel,Manual,First,White,5.0,4.0,7.9,23.59,kmpl,1364.0,CC,67.04,bhp,Toyota,Etios
4960,Hyundai Grand,Jaipur,2016.0,46522.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.5,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
4961,Maruti Vitara,Pune,2016.0,21558.0,Diesel,Manual,First,Black/Silver,5.0,4.0,8.9,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
4962,Volkswagen Ameo,Kochi,2018.0,46007.0,Petrol,Manual,First,White,5.0,4.0,5.71,17.0,kmpl,1198.0,CC,73.75,bhp,Volkswagen,Ameo
4963,Ford Endeavour,Coimbatore,2017.0,50484.0,Diesel,Automatic,First,Others,7.0,5.0,31.12,10.91,kmpl,3198.0,CC,197.2,bhp,Ford,Endeavour
4964,Maruti Swift,Hyderabad,2008.0,76206.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.25,17.8,kmpl,1248.0,CC,75.0,bhp,Maruti,Swift
4965,Honda City,Mumbai,2011.0,57000.0,Petrol,Automatic,First,Others,5.0,4.0,4.4,16.8,kmpl,1497.0,CC,118.0,bhp,Honda,City
4966,Volkswagen Polo,Kolkata,2016.0,22000.0,Diesel,Manual,First,Others,5.0,4.0,6.29,20.14,kmpl,1498.0,CC,88.0,bhp,Volkswagen,Polo
4967,Mercedes-Benz A,Pune,2015.0,48300.0,Diesel,Automatic,First,White,5.0,4.0,17.5,20.0,kmpl,2143.0,CC,107.3,bhp,Mercedes-Benz,A
4968,Mahindra XUV500,Hyderabad,2013.0,49000.0,Diesel,Manual,First,Others,7.0,5.0,9.0,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
4969,Maruti Alto,Chennai,2017.0,5500.0,Petrol,Automatic,First,Others,5.0,4.0,4.25,24.07,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
4970,Hyundai i20,Mumbai,2010.0,57500.0,Petrol,Manual,First,Others,5.0,4.0,2.75,18.5,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
4971,Tata Tigor,Kochi,2018.0,28973.0,Diesel,Manual,First,Others,5.0,4.0,6.64,24.7,kmpl,1047.0,CC,69.0,bhp,Tata,Tigor
4972,Porsche Boxster,Kolkata,2015.0,10512.0,Petrol,Automatic,First,Others,2.0,2.0,64.0,8.6,kmpl,2706.0,CC,265.0,bhp,Porsche,Boxster
4973,Maruti Alto,Mumbai,2010.0,66000.0,Petrol,Manual,First,White,5.0,4.0,1.5,19.7,kmpl,796.0,CC,46.3,bhp,Maruti,Alto
